date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:21:40	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	http://localhost/wordpress/wp-includes/wlwmanifest.xml	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-includes/wlwmanifest.xml	(from http://localhost/wordpress/)
00:21:41	3858/3858	---M--	200	added ('OK')	image/jpeg	etag:%22f12-5bc57e8bdd5cd%22	http://localhost/wordpress/wp-content/uploads/2020/07/tg-logo-1.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2020/07/tg-logo-1.jpg	(from http://localhost/wordpress/)
00:21:41	5599/5599	---M--	200	added ('OK')	image/png	etag:%2215df-5bc57e63b0fc0%22	http://localhost/wordpress/wp-content/uploads/2015/03/logo-1-1.png	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/logo-1-1.png	(from http://localhost/wordpress/)
00:21:44	39802/39802	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:21:41%20GMT	http://localhost/wordpress/2021/02/28/merhaba-dunya/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/2021/02/28/merhaba-dunya/index.html	(from http://localhost/wordpress/)
00:21:47	41913/41913	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:21:45%20GMT	http://localhost/wordpress/2015/03/24/teens-use-apps-to-keep-secrets/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/2015/03/24/teens-use-apps-to-keep-secrets/index.html	(from http://localhost/wordpress/)
00:21:50	33757/33757	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2009:45:06%20GMT	https://themegrilldemos.com/colormag/wp-content/uploads/sites/60/2015/07/ad-color-mag-large.jpg	C:/Benim%20Web%20Sitem/deneme/themegrilldemos.com/colormag/wp-content/uploads/sites/60/2015/07/ad-color-mag-large.jpg	(from http://localhost/wordpress/)
00:21:52	44682/44682	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:21:50%20GMT	http://localhost/wordpress/2015/03/24/fastest-plane-in-the-world/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/2015/03/24/fastest-plane-in-the-world/index.html	(from http://localhost/wordpress/)
00:21:54	89496/89496	---M--	200	added ('OK')	application/javascript	etag:%2215d98-5bc2c52bc0c96%22	http://localhost/wordpress/wp-includes/js/jquery/jquery.min.js?ver=3.5.1	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-includes/js/jquery/jquery.min9d52.js	(from http://localhost/wordpress/)
00:21:56	44634/44634	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:21:54%20GMT	http://localhost/wordpress/2015/03/24/wireless-headphones-are-now-on-market/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/2015/03/24/wireless-headphones-are-now-on-market/index.html	(from http://localhost/wordpress/)
00:21:58	48611/48611	---M--	200	added ('OK')	image/jpeg	etag:%22bde3-5bc57e19b6fd3%22	http://localhost/wordpress/wp-content/uploads/2015/03/fireman-100722_1280-1-800x445.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/fireman-100722_1280-1-800x445.jpg	(from http://localhost/wordpress/)
00:22:00	44691/44691	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:21:58%20GMT	http://localhost/wordpress/2015/03/24/drones-being-used-to-monitor-wordcup/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/2015/03/24/drones-being-used-to-monitor-wordcup/index.html	(from http://localhost/wordpress/)
00:22:02	24951/24951	---M--	200	added ('OK')	image/jpeg	etag:%226177-5bc57e29e7535%22	http://localhost/wordpress/wp-content/uploads/2015/03/bride-301814_1280-1-392x272.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/bride-301814_1280-1-392x272.jpg	(from http://localhost/wordpress/)
00:22:04	44458/44458	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:02%20GMT	http://localhost/wordpress/2015/03/24/solar-eclipse-eye-health-warning/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/2015/03/24/solar-eclipse-eye-health-warning/index.html	(from http://localhost/wordpress/)
00:22:05	117764/117764	---MC-	200	added ('OK')	application/json	date:Sat,%2027%20Feb%202021%2021:21:39%20GMT	http://localhost/wordpress/wp-json/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-json/index.html	(from http://localhost/wordpress/)
00:22:06	27392/27392	---M--	200	added ('OK')	image/jpeg	etag:%226b00-5bc57dd586b67%22	http://localhost/wordpress/wp-content/uploads/2015/03/sea-418742_1920-1-392x272.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/sea-418742_1920-1-392x272.jpg	(from http://localhost/wordpress/)
00:22:09	24563/24563	---M--	200	added ('OK')	image/jpeg	etag:%225ff3-5bc57dc391892%22	http://localhost/wordpress/wp-content/uploads/2015/03/kayaking-569282_1280-1-392x272.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/kayaking-569282_1280-1-392x272.jpg	(from http://localhost/wordpress/)
00:22:09	50822/50822	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:05%20GMT	http://localhost/wordpress/category/sports/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/category/sports/index.html	(from http://localhost/wordpress/)
00:22:10	81023/81023	---M--	200	added ('OK')	image/jpeg	etag:%2213c7f-5bc57e6e5a29a%22	http://localhost/wordpress/wp-content/uploads/2015/03/vehicle-193213_1280-1-1-800x445.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/vehicle-193213_1280-1-1-800x445.jpg	(from http://localhost/wordpress/)
00:22:13	40207/40207	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:09%20GMT	http://localhost/wordpress/category/politics/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/category/politics/index.html	(from http://localhost/wordpress/)
00:22:14	46538/46538	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:10%20GMT	http://localhost/wordpress/category/technology/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/category/technology/index.html	(from http://localhost/wordpress/)
00:22:15	14060/14060	---M--	200	added ('OK')	image/jpeg	etag:%2236ec-5bc57e3e47b09%22	http://localhost/wordpress/wp-content/uploads/2015/03/coffee-563797_1280-1-390x205.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/coffee-563797_1280-1-390x205.jpg	(from http://localhost/wordpress/)
00:22:15	3856/3856	---M--	200	added ('OK')	image/jpeg	etag:%22f10-5bc57e42e410f%22	http://localhost/wordpress/wp-content/uploads/2015/03/mosquito-542156_1280-1-1-130x90.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/mosquito-542156_1280-1-1-130x90.jpg	(from http://localhost/wordpress/)
00:22:15	32983/32983	---M--	200	added ('OK')	image/jpeg	etag:%2280d7-5bc57ddd68bf7%22	http://localhost/wordpress/wp-content/uploads/2015/03/clouds-sky-stadium-4516-1-392x272.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/clouds-sky-stadium-4516-1-392x272.jpg	(from http://localhost/wordpress/)
00:22:20	48374/48374	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:15%20GMT	http://localhost/wordpress/category/health/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/category/health/index.html	(from http://localhost/wordpress/)
00:22:20	26557/26557	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:15%20GMT	http://localhost/wordpress/left-sidebar/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/left-sidebar/index.html	(from http://localhost/wordpress/)
00:22:20	47607/47607	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:15%20GMT	http://localhost/wordpress/category/fashion/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/category/fashion/index.html	(from http://localhost/wordpress/)
00:22:21	38094/38094	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:15%20GMT	http://localhost/wordpress/right-sidebar/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/right-sidebar/index.html	(from http://localhost/wordpress/)
00:22:21	4377/4377	---M--	200	added ('OK')	image/png	etag:%221119-5bc57e39f353c%22	http://localhost/wordpress/wp-content/uploads/2015/03/solar-eclipse-152834_1280-1-130x90.png	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/solar-eclipse-152834_1280-1-130x90.png	(from http://localhost/wordpress/)
00:22:21	5951/5951	---M--	200	added ('OK')	image/jpeg	etag:%22173f-5bc57e33b94f1%22	http://localhost/wordpress/wp-content/uploads/2015/03/yummy-333666_1280-1-130x90.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/yummy-333666_1280-1-130x90.jpg	(from http://localhost/wordpress/)
00:22:22	26213/26213	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:20%20GMT	http://localhost/wordpress/no-sidebar-full-width/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/no-sidebar-full-width/index.html	(from http://localhost/wordpress/)
00:22:24	4751/4751	---M--	200	added ('OK')	image/jpeg	etag:%22128f-5bc57e149f8e9%22	http://localhost/wordpress/wp-content/uploads/2015/03/relay-race-655353_1280-1-1-130x90.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/relay-race-655353_1280-1-1-130x90.jpg	(from http://localhost/wordpress/)
00:22:24	26235/26235	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:20%20GMT	http://localhost/wordpress/no-sidebar-content-centered/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/no-sidebar-content-centered/index.html	(from http://localhost/wordpress/)
00:22:24	27609/27609	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:21%20GMT	http://localhost/wordpress/contact-us/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/contact-us/index.html	(from http://localhost/wordpress/)
00:22:25	3878/3878	---M--	200	added ('OK')	image/jpeg	etag:%22f26-5bc57dca91625%22	http://localhost/wordpress/wp-content/uploads/2015/03/beauty-666605_1920-1-130x90.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/beauty-666605_1920-1-130x90.jpg	(from http://localhost/wordpress/)
00:22:25	21538/21538	---M--	200	added ('OK')	image/jpeg	etag:%225422-5bc57dfb4445a%22	http://localhost/wordpress/wp-content/uploads/2015/03/model-600225_1280-1-390x205.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/model-600225_1280-1-390x205.jpg	(from http://localhost/wordpress/)
00:22:29	44198/44198	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:24%20GMT	http://localhost/wordpress/2015/03/24/destruction-in-montania/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/2015/03/24/destruction-in-montania/index.html	(from http://localhost/wordpress/)
00:22:30	6064/6064	---M--	200	added ('OK')	image/jpeg	etag:%2217b0-5bc57df223fe6%22	http://localhost/wordpress/wp-content/uploads/2015/03/window-213496_1280-1-130x90.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/window-213496_1280-1-130x90.jpg	(from http://localhost/wordpress/)
00:22:30	55526/55526	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:24%20GMT	http://localhost/wordpress/category/general/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/category/general/index.html	(from http://localhost/wordpress/)
00:22:30	43216/43216	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:25%20GMT	http://localhost/wordpress/category/latest/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/category/latest/index.html	(from http://localhost/wordpress/)
00:22:30	3853/3853	---M--	200	added ('OK')	image/jpeg	etag:%22f0d-5bc57dedef11b%22	http://localhost/wordpress/wp-content/uploads/2015/03/relaxed-498245_1280-1-130x90.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/relaxed-498245_1280-1-130x90.jpg	(from http://localhost/wordpress/)
00:22:34	50890/50890	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:30%20GMT	http://localhost/wordpress/category/news/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/category/news/index.html	(from http://localhost/wordpress/)
00:22:36	44408/44408	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:31%20GMT	http://localhost/wordpress/2015/03/24/invention-of-advance-technology/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/2015/03/24/invention-of-advance-technology/index.html	(from http://localhost/wordpress/)
00:22:37	57870/57870	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:30%20GMT	http://localhost/wordpress/author/alibknc/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/author/alibknc/index.html	(from http://localhost/wordpress/)
00:22:39	44033/44033	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:34%20GMT	http://localhost/wordpress/2015/03/24/music-is-passion/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/2015/03/24/music-is-passion/index.html	(from http://localhost/wordpress/)
00:22:42	55940/55940	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:37%20GMT	http://localhost/wordpress/category/entertainment/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/category/entertainment/index.html	(from http://localhost/wordpress/)
00:22:43	18921/18921	---M--	200	added ('OK')	image/jpeg	etag:%2249e9-5bc57e57fe5f3%22	http://localhost/wordpress/wp-content/uploads/2015/03/iphone-500291_1280-1-390x205.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/iphone-500291_1280-1-390x205.jpg	(from http://localhost/wordpress/)
00:22:43	4757/4757	---M--	200	added ('OK')	image/jpeg	etag:%221295-5bc57e5fd8560%22	http://localhost/wordpress/wp-content/uploads/2015/03/supersonic-fighter-63211_1280-1-130x90.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/supersonic-fighter-63211_1280-1-130x90.jpg	(from http://localhost/wordpress/)
00:22:43	43447/43447	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:39%20GMT	http://localhost/wordpress/category/featured/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/category/featured/index.html	(from http://localhost/wordpress/)
00:22:44	3019/3019	---M--	200	added ('OK')	image/jpeg	etag:%22bcb-5bc57e5b627b6%22	http://localhost/wordpress/wp-content/uploads/2015/03/headphones-15600_1280-1-130x90.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/headphones-15600_1280-1-130x90.jpg	(from http://localhost/wordpress/)
00:22:46	46644/46644	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2009:44:51%20GMT	https://themegrilldemos.com/colormag/wp-content/uploads/sites/60/2015/03/72890-ad1.jpg	C:/Benim%20Web%20Sitem/deneme/themegrilldemos.com/colormag/wp-content/uploads/sites/60/2015/03/72890-ad1.jpg	(from http://localhost/wordpress/)
00:22:49	44247/44247	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:43%20GMT	http://localhost/wordpress/2015/03/20/a-paradise-for-holiday/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/2015/03/20/a-paradise-for-holiday/index.html	(from http://localhost/wordpress/)
00:22:49	45250/45250	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:43%20GMT	http://localhost/wordpress/2015/03/20/kayaking-adventurous-sport/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/2015/03/20/kayaking-adventurous-sport/index.html	(from http://localhost/wordpress/)
00:22:49	2794/2794	---M--	200	added ('OK')	image/jpeg	etag:%22aea-5bc57e4b62c90%22	http://localhost/wordpress/wp-content/uploads/2015/03/drone-674238_1280-1-1-130x90.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/drone-674238_1280-1-1-130x90.jpg	(from http://localhost/wordpress/)
00:22:49	44938/44938	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:44%20GMT	http://localhost/wordpress/2015/03/19/tennis-match-go-federer/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/2015/03/19/tennis-match-go-federer/index.html	(from http://localhost/wordpress/)
00:22:51	44637/44637	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:49%20GMT	http://localhost/wordpress/2015/03/24/coffee-is-health-food-myth-or-fact/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/2015/03/24/coffee-is-health-food-myth-or-fact/index.html	(from http://localhost/wordpress/)
00:22:55	36274/36274	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:50%20GMT	http://localhost/wordpress/category/drinks/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/category/drinks/index.html	(from http://localhost/wordpress/)
00:22:55	40942/40942	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:50%20GMT	http://localhost/wordpress/category/food/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/category/food/index.html	(from http://localhost/wordpress/)
00:22:56	44459/44459	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:51%20GMT	http://localhost/wordpress/2015/03/24/mosquito-borne-diseases-has-threaten-world-2/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/2015/03/24/mosquito-borne-diseases-has-threaten-world-2/index.html	(from http://localhost/wordpress/)
00:22:59	44341/44341	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:55%20GMT	http://localhost/wordpress/2015/03/24/get-more-nutrition-in-every-bite/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/2015/03/24/get-more-nutrition-in-every-bite/index.html	(from http://localhost/wordpress/)
00:23:00	44625/44625	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:22:57%20GMT	http://localhost/wordpress/2015/03/24/womens-relay-competition/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/2015/03/24/womens-relay-competition/index.html	(from http://localhost/wordpress/)
00:23:01	15317/15317	---M--	200	added ('OK')	image/jpeg	etag:%223bd5-5bc57e1949401%22	http://localhost/wordpress/wp-content/uploads/2015/03/fireman-100722_1280-1-390x205.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/fireman-100722_1280-1-390x205.jpg	(from http://localhost/wordpress/)
00:23:01	5991/5991	---M--	200	added ('OK')	image/jpeg	etag:%221767-5bc57e6e31a9b%22	http://localhost/wordpress/wp-content/uploads/2015/03/vehicle-193213_1280-1-1-130x90.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/vehicle-193213_1280-1-1-130x90.jpg	(from http://localhost/wordpress/)
00:23:01	45302/45302	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2009:45:07%20GMT	https://themegrilldemos.com/colormag/wp-content/uploads/sites/60/2015/07/ad-color-mag-medium.jpg	C:/Benim%20Web%20Sitem/deneme/themegrilldemos.com/colormag/wp-content/uploads/sites/60/2015/07/ad-color-mag-medium.jpg	(from http://localhost/wordpress/)
00:23:06	38770/38770	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:23:01%20GMT	http://localhost/wordpress/category/female/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/category/female/index.html	(from http://localhost/wordpress/)
00:23:06	44170/44170	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:23:01%20GMT	http://localhost/wordpress/2015/03/24/looks-from-the-aowsana-2015/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/2015/03/24/looks-from-the-aowsana-2015/index.html	(from http://localhost/wordpress/)
00:23:07	46283/46283	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:23:01%20GMT	http://localhost/wordpress/category/style/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/category/style/index.html	(from http://localhost/wordpress/)
00:23:07	44287/44287	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:23:01%20GMT	http://localhost/wordpress/2015/03/24/color-your-hair-3/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/2015/03/24/color-your-hair-3/index.html	(from http://localhost/wordpress/)
00:23:09	5155/5155	---M--	200	added ('OK')	image/jpeg	etag:%221423-5bc57e2293ae3%22	http://localhost/wordpress/wp-content/uploads/2015/03/swimmer-583667_1280-1-130x90.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/swimmer-583667_1280-1-130x90.jpg	(from http://localhost/wordpress/)
00:23:10	44229/44229	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:23:07%20GMT	http://localhost/wordpress/2015/03/24/new-styling-collections/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/2015/03/24/new-styling-collections/index.html	(from http://localhost/wordpress/)
00:23:10	4634/4634	---M--	200	added ('OK')	image/jpeg	etag:%22121a-5bc57e1df868b%22	http://localhost/wordpress/wp-content/uploads/2015/03/newspapers-444453_1280-1-130x90.jpg	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/wp-content/uploads/2015/03/newspapers-444453_1280-1-130x90.jpg	(from http://localhost/wordpress/)
00:23:11	43867/43867	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:23:07%20GMT	http://localhost/wordpress/2015/03/24/consectetur-adipiscing/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/2015/03/24/consectetur-adipiscing/index.html	(from http://localhost/wordpress/)
00:23:14	41545/41545	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:23:10%20GMT	http://localhost/wordpress/category/gadgets/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/category/gadgets/index.html	(from http://localhost/wordpress/)
00:23:14	43656/43656	---MC-	200	added ('OK')	text/html	date:Sat,%2027%20Feb%202021%2021:23:10%20GMT	http://localhost/wordpress/2015/03/24/swimming-record/	C:/Benim%20Web%20Sitem/deneme/localhost/wordpress/2015/03/24/swimming-record/index.html	(from http://localhost/wordpress/)
00:23:15	30500/30500	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2009:44:57%20GMT	https://themegrilldemos.com/colormag/wp-content/uploads/sites/60/2015/03/125ad1.jpg	C:/Benim%20Web%20Sitem/deneme/themegrilldemos.com/colormag/wp-content/uploads/sites/60/2015/03/125ad1.jpg	(from http://localhost/wordpress/)
